premise	hypothesis	label
That's a bad thing.	That's not a bad thing.	1
That's a bad thing.	That's not a good thing.	0
That's an evil thing.	That's a good thing.	1
That's an evil thing.	That's not an evil thing.	1
That's an evil thing.	That's not a good thing.	0
That was bad.	That was good.	1
That was bad.	That was not bad.	1
That was bad.	That was not good.	0
That was evil.	That was good.	1
That was evil.	That was not evil.	1
That was evil.	That was not good.	0
I am unhappy.	I am happy.	1
I am unhappy.	I am not unhappy.	1
I am unhappy.	I am not happy.	0
That's unlikely.	That's likely.	1
That's unlikely.	That's not unlikely.	1
That's unlikely.	That's not likely.	0
That's improbable.	That's likely.	1
That's improbable.	That's not improbable.	1
That's improbable.	That's not likely.	0
But it's impossible.	But it's possible.	1
But it's impossible.	But it's not impossible.	1
But it's impossible.	But it's not possible.	0
But it's actual.	But it's possible.	1
But it's actual.	But it's not actual.	1
But it's actual.	But it's not possible.	0
No, that's false.	No, that's true.	1
No, that's false.	No, that's not false.	1
No, that's false.	No, that's not true.	0
No, that's untruthful.	No, that's true.	1
No, that's untruthful.	No, that's not untruthful.	1
No, that's untruthful.	No, that's not true.	0
That's totally false.	That's totally true.	1
That's totally false.	That's not false at all.	1
That's totally false.	That's not true at all.	0
That's totally untruthful.	That's totally true.	1
That's totally untruthful.	That's not untruthful at all.	1
That's totally untruthful.	That's not true at all.	0
I'm smart.	I'm stupid.	1
I'm smart.	I'm not smart.	1
I'm smart.	I'm not stupid.	0
I'm intelligent.	I'm stupid.	1
I'm intelligent.	I'm not intelligent.	1
I'm intelligent.	I'm not stupid.	0
I'm uncertain why.	I'm sure why.	1
I'm uncertain why.	I'm not uncertain why.	1
I'm uncertain why.	I'm not sure why.	0
I'm unsure why.	I'm sure why.	1
I'm unsure why.	I'm not unsure why.	1
I'm unsure why.	I'm not sure why.	0
That's irrelevant to this discussion.	That's relevant to this discussion.	1
That's irrelevant to this discussion.	That's not irrelevant to this discussion.	1
That's irrelevant to this discussion.	That's not relevant to this discussion.	0
That's unhealthy.	That's healthy.	1
That's unhealthy.	That's not unhealthy.	1
That's unhealthy.	That's not healthy.	0
There's something incorrect about this.	There's something right about this.	1
There's something incorrect about this.	There's something not incorrect about this.	1
There's something incorrect about this.	There's something not right about this.	0
There's something wrong about this.	There's something right about this.	1
There's something wrong about this.	There's something not wrong about this.	1
There's something wrong about this.	There's something not right about this.	0
Yes, good.	Yes, bad.	1
Yes, good.	Yes, not good.	1
Yes, good.	Yes, not bad.	0
Be confident.	Be shy.	1
Be confident.	Do not be confident.	1
Be confident.	Do not be shy.	0
I'm correct, aren't I?	I'm wrong, aren't I?	1
I'm correct, aren't I?	I'm not correct, am I?	1
I'm correct, aren't I?	I'm not wrong, am I?	0
I'm right, aren't I?	I'm wrong, aren't I?	1
I'm right, aren't I?	I'm not right, am I?	1
I'm right, aren't I?	I'm not wrong, am I?	0
I'm unavailable.	I'm available.	1
I'm unavailable.	I'm not unavailable.	1
I'm unavailable.	I'm not available.	0
I'm uninterested in pets.	I'm a big pet guy.	1
I'm uninterested in pets.	I'm not uninterested in pets.	1
I'm uninterested in pets.	I'm not a big pet guy.	0
I'm a small pet guy.	I'm a big pet guy.	1
I'm a small pet guy.	I'm not a small pet guy.	1
I'm a small pet guy.	I'm not a big pet guy.	0
That's false.	That's true.	1
That's false.	That's not false.	1
That's false.	That's not true.	0
That's untruthful.	That's true.	1
That's untruthful.	That's not untruthful.	1
That's untruthful.	That's not true.	0
I'm innocent, sir.	I'm guilty, sir.	1
I'm innocent, sir.	I'm not innocent, sir.	1
I'm innocent, sir.	I'm not guilty, sir.	0
I'm a bad talker too.	I'm a good talker too.	1
I'm a bad talker too.	I'm not a bad talker either.	1
I'm a bad talker too.	I'm not a good talker either.	0
I'm a evil talker too.	I'm a good talker too.	1
I'm a evil talker too.	I'm not an evil talker either.	1
I'm a evil talker too.	I'm not a good talker either.	0
He is alive.	He is dead.	1
He is alive.	He is not alive.	1
He is alive.	He is not dead.	0
You're dangerous.	You're safe.	1
You're dangerous.	You're not dangerous.	1
You're dangerous.	You're not safe.	0
You're out.	You're safe.	1
You're out.	You're not out.	1
You're out.	You're not safe.	0
I am unafraid.	I am afraid.	1
I am unafraid.	I am not unafraid.	1
I am unafraid.	I am not afraid.	0
I'm uncertain I understand.	I'm sure I understand.	1
I'm uncertain I understand.	I'm not uncertain I understand.	1
I'm uncertain I understand.	I'm not sure I understand.	0
I'm unsure I understand.	I'm sure I understand.	1
I'm unsure I understand.	I'm not unsure I understand.	1
I'm unsure I understand.	I'm not sure I understand.	0
It's going to be difficult.	It's going to be easy.	1
It's going to be difficult.	It's not going to be difficult.	1
It's going to be difficult.	It's not going to be easy.	0
It's going to be uneasy.	It's going to be easy.	1
It's going to be uneasy.	It's not going to be uneasy.	1
It's going to be uneasy.	It's not going to be easy.	0
This is a bad time.	This is a good time.	1
This is a bad time.	This is not a bad time.	1
This is a bad time.	This is not a good time.	0
This is an evil time.	This is a good time.	1
This is an evil time.	This is not an evil time.	1
This is an evil time.	This is not a good time.	0
We may have little time.	We may have much time.	1
We may have little time.	We may not have little time.	1
We may have little time.	We may not have much time.	0
That is irrelevant.	That is relevant.	1
That is irrelevant.	That is not irrelevant.	1
That is irrelevant.	That is not relevant.	0
I think that's a bad idea.	I think that's a good idea.	1
I think that's a bad idea.	I do not think that's a bad idea.	1
I think that's a bad idea.	I do not think that's a good idea.	0
I think that's an evil idea.	I think that's a good idea.	1
I think that's an evil idea.	I do not think that's an evil idea.	1
I think that's an evil idea.	I do not think that's a good idea.	0
It's unacceptable.	It's acceptable.	1
It's unacceptable.	It's not unacceptable.	1
It's unacceptable.	It's not acceptable.	0
This is old.	This is new.	1
This is old.	This is not old.	1
This is old.	This is not new.	0
This is worn.	This is new.	1
This is worn.	This is not worn.	1
This is worn.	This is not new.	0
That's unsurprising.	That's surprising.	1
That's unsurprising.	That's not unsurprising.	1
That's unsurprising.	That's not surprising.	0
That is a dangerous thing to be.	That is a safe thing to be.	1
That is a dangerous thing to be.	That is not a dangerous thing to be.	1
That is a dangerous thing to be.	That is not a safe thing to be.	0
It's unsurprising.	It's surprising.	1
It's unsurprising.	It's not unsurprising.	1
It's unsurprising.	It's not surprising.	0
I know it's false.	I know it's true.	1
I know it's false.	I know it's not false.	1
I know it's false.	I know it's not true.	0
I know it's untruthful.	I know it's true.	1
I know it's untruthful.	I know it's not untruthful.	1
I know it's untruthful.	I know it's not true.	0
I'm unready.	I'm ready.	1
I'm unready.	I'm not unready.	1
I'm unready.	I'm not ready.	0
I have little time.	I have much time.	1
I have little time.	I have not little time.	1
I have little time.	I have not much time.	0
I'm uncertain what you mean.	I'm sure what you mean.	1
I'm uncertain what you mean.	I'm not uncertain what you mean.	1
I'm uncertain what you mean.	I'm not sure what you mean.	0
I'm unsure what you mean.	I'm sure what you mean.	1
I'm unsure what you mean.	I'm not unsure what you mean.	1
I'm unsure what you mean.	I'm not sure what you mean.	0
No, I'm smart.	No, I'm stupid.	1
No, I'm smart.	No, I'm not smart.	1
No, I'm smart.	No, I'm not stupid.	0
No, I'm intelligent.	No, I'm stupid.	1
No, I'm intelligent.	No, I'm not intelligent.	1
No, I'm intelligent.	No, I'm not stupid.	0
I am innocent.	I am guilty.	1
I am innocent.	I am not innocent.	1
I am innocent.	I am not guilty.	0
Excuse me, there's little time.	Excuse me, there's much time.	1
Excuse me, there's little time.	Excuse me, there's not little time.	1
Excuse me, there's little time.	Excuse me, there's not much time.	0
I'm good.	I'm bad.	1
I'm good.	I'm not good.	1
I'm good.	I'm not bad.	0
It is difficult.	It is easy.	1
It is difficult.	It is not difficult.	1
It is difficult.	It is not easy.	0
It is uneasy.	It is easy.	1
It is uneasy.	It is not uneasy.	1
It is uneasy.	It is not easy.	0
It's, it's unfair.	It's, it's fair.	1
It's, it's unfair.	It's, it's not unfair.	1
It's, it's unfair.	It's, it's not fair.	0
It's, it's foul.	It's, it's fair.	1
It's, it's foul.	It's, it's not foul.	1
It's, it's foul.	It's, it's not fair.	0
That's inappropriate.	That's appropriate.	1
That's inappropriate.	That's not inappropriate.	1
That's inappropriate.	That's not appropriate.	0
That was unnecessary.	That was necessary.	1
That was unnecessary.	That was not unnecessary.	1
That was unnecessary.	That was not necessary.	0
There is little time.	There is much time.	1
There is little time.	There is not little time.	1
There is little time.	There is not much time.	0
That is bad news.	That is good news.	1
That is bad news.	That is not bad news.	1
That is bad news.	That is not good news.	0
That is evil news.	That is good news.	1
That is evil news.	That is not evil news.	1
That is evil news.	That is not good news.	0
Oh, good.	Oh, bad.	1
Oh, good.	Oh, not good.	1
Oh, good.	Oh, not bad.	0
It's impossible?	It's possible?	1
It's impossible?	It's not impossible?	1
It's impossible?	It's not possible?	0
It's actual?	It's possible?	1
It's actual?	It's not actual?	1
It's actual?	It's not possible?	0
It's bad news.	It's good news.	1
It's bad news.	It's not bad news.	1
It's bad news.	It's not good news.	0
It's evil news.	It's good news.	1
It's evil news.	It's not evil news.	1
It's evil news.	It's not good news.	0
No, I'm unready.	No, I'm ready.	1
No, I'm unready.	No, I'm not unready.	1
No, I'm unready.	No, I'm not ready.	0
No, that's incorrect.	No, that's right.	1
No, that's incorrect.	No, that's not incorrect.	1
No, that's incorrect.	No, that's not right.	0
No, that's wrong.	No, that's right.	1
No, that's wrong.	No, that's not wrong.	1
No, that's wrong.	No, that's not right.	0
That is bad.	That is good.	1
That is bad.	That is not bad.	1
That is bad.	That is not good.	0
That is evil.	That is good.	1
That is evil.	That is not evil.	1
That is evil.	That is not good.	0
It's an incorrect time.	It's the right time.	1
It's an incorrect time.	It's not an incorrect time.	1
It's an incorrect time.	It's not the right time.	0
It's a wrong time.	It's the right time.	1
It's a wrong time.	It's not a wrong time.	1
It's a wrong time.	It's not the right time.	0
That's old.	That's new.	1
That's old.	That's not old.	1
That's old.	That's not new.	0
That's worn.	That's new.	1
That's worn.	That's not worn.	1
That's worn.	That's not new.	0
It's good, eh?	It's bad, eh?	1
It's good, eh?	It's not good, eh?	1
It's good, eh?	It's not bad, eh?	0
That's difficult.	That's easy.	1
That's difficult.	That's not difficult.	1
That's difficult.	That's not easy.	0
That's uneasy.	That's easy.	1
That's uneasy.	That's not uneasy.	1
That's uneasy.	That's not easy.	0
No, it's different.	No, it's the same.	1
No, it's different.	No, it's not different.	1
No, it's different.	No, it's not the same.	0
No, it's unlike.	No, it's the same.	1
No, it's unlike.	No, it's not unlike.	1
No, it's unlike.	No, it's not the same.	0
I'm uncertain about this.	I'm sure about this.	1
I'm uncertain about this.	I'm not uncertain about this.	1
I'm uncertain about this.	I'm not sure about this.	0
I'm unsure about this.	I'm sure about this.	1
I'm unsure about this.	I'm not unsure about this.	1
I'm unsure about this.	I'm not sure about this.	0
And you're unhappy?	And you're happy?	1
And you're unhappy?	And you're not unhappy?	1
And you're unhappy?	And you're not happy?	0
We're unready.	We're ready.	1
We're unready.	We're not unready.	1
We're unready.	We're not ready.	0
That's nasty.	That's nice.	1
That's nasty.	That's not nasty.	1
That's nasty.	That's not nice.	0
Be smart.	Be stupid.	1
Be smart.	Do not be smart.	1
Be smart.	Do not be stupid.	0
Be intelligent.	Be stupid.	1
Be intelligent.	Do not be intelligent.	1
Be intelligent.	Do not be stupid.	0
That's incorrect.	That's correct.	1
That's incorrect.	That's not correct.	0
That's wrong.	That's correct.	1
That's wrong.	That's not correct.	0
Yeah, it's good.	Yeah, it's bad.	1
Yeah, it's good.	Yeah, it's not good.	1
Yeah, it's good.	Yeah, it's not bad.	0
I'm correct.	I'm wrong.	1
I'm correct.	I'm not correct.	1
I'm correct.	I'm not wrong.	0
I'm right.	I'm wrong.	1
